@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2,3}

@data
1816,'2022/02/21 23:51:50:693',7,0.666918,0.186463,0.691809,0.084438,0.675241,0.08442,0.689129,0.101087,0.697784,0.120969,0.705286,0.143673,3
1817,'2022/02/21 23:51:50:793',7,0.682848,0.188693,0.700038,0.094804,0.690432,0.090173,0.703694,0.106165,0.711941,0.12486,0.719782,0.147077,3
1818,'2022/02/21 23:51:50:892',7,0.689538,0.187826,0.70595,0.094082,0.696163,0.086336,0.708609,0.103606,0.716871,0.122578,0.724678,0.144742,3
1819,'2022/02/21 23:51:50:991',7,0.67934,0.182423,0.699128,0.081319,0.68616,0.084963,0.701118,0.099036,0.709335,0.118896,0.716015,0.140935,3
1820,'2022/02/21 23:51:51:092',7,0.66269,0.177151,0.685342,0.076649,0.668928,0.081146,0.684079,0.096489,0.692671,0.12018,0.698814,0.144566,3
1821,'2022/02/21 23:51:51:191',7,0.639529,0.17151,0.670008,0.065574,0.651783,0.075268,0.665513,0.089245,0.672629,0.111307,0.678827,0.138509,3
1822,'2022/02/21 23:51:51:383',7,0.575184,0.130339,0.600548,0.012198,0.600409,-0.011721,0.608596,0.019961,0.615759,0.044976,0.622872,0.060102,3
1823,'2022/02/21 23:51:51:583',7,0.485373,0.127994,0.52006,0.015592,0.543124,0.012796,0.561824,0.02872,0.582607,0.044001,0.5894,0.073045,3
1824,'2022/02/21 23:51:51:851',7,0.362768,0.160977,0.394195,0.043624,0.395827,0.048593,0.398856,0.066055,0.405501,0.083052,0.411403,0.102293,3
1825,'2022/02/21 23:51:52:045',7,0.291175,0.198675,0.318094,0.086061,0.32371,0.086317,0.326918,0.098822,0.329375,0.12353,0.333219,0.14701,3
1826,'2022/02/21 23:51:52:145',7,0.271477,0.217768,0.301225,0.109115,0.291868,0.10314,0.297011,0.114963,0.302031,0.137039,0.305217,0.163439,3
1827,'2022/02/21 23:51:52:244',7,0.251356,0.222695,0.286214,0.098231,0.272769,0.102999,0.278413,0.120229,0.282069,0.14078,0.284487,0.162535,3
1828,'2022/02/21 23:51:52:343',7,0.232004,0.219303,0.263946,0.081148,0.253769,0.092994,0.259838,0.104928,0.264769,0.129265,0.270007,0.149707,3
1829,'2022/02/21 23:51:52:442',7,0.215278,0.223367,0.242603,0.077059,0.236435,0.093338,0.23976,0.104944,0.242186,0.130457,0.24525,0.147102,3
1830,'2022/02/21 23:51:52:541',7,0.195756,0.224853,0.215941,0.061976,0.215091,0.103182,0.21898,0.113218,0.220776,0.133039,0.219962,0.147339,3
1831,'2022/02/21 23:51:52:640',7,0.176687,0.222843,0.208606,0.065813,0.19681,0.1028,0.199169,0.111169,0.197646,0.127042,0.192334,0.13908,3
1832,'2022/02/21 23:51:52:740',7,0.163338,0.218802,0.194545,0.069969,0.181572,0.102171,0.182795,0.109034,0.181274,0.123924,0.177243,0.133817,3
1833,'2022/02/21 23:51:52:840',7,0.150966,0.222104,0.18396,0.086823,0.161757,0.108783,0.16378,0.11484,0.163841,0.12804,0.159633,0.139062,3
1834,'2022/02/21 23:51:52:939',7,0.137617,0.231918,0.16227,0.090998,0.14933,0.127422,0.148188,0.131251,0.143986,0.143786,0.138699,0.151103,3
1835,'2022/02/21 23:51:53:038',7,0.121682,0.238175,0.139071,0.124097,0.129238,0.13597,0.125874,0.136657,0.120538,0.152315,0.115326,0.161769,3
1836,'2022/02/21 23:51:53:138',7,0.114932,0.233152,0.115534,0.128466,0.120103,0.131699,0.11117,0.136708,0.10264,0.154542,0.09302,0.165671,3
1837,'2022/02/21 23:51:53:237',7,0.112097,0.225085,0.099012,0.134008,0.122168,0.12472,0.107758,0.132257,0.097649,0.147341,0.086366,0.160964,3
1838,'2022/02/21 23:51:53:337',7,0.12136,0.222573,0.104768,0.134099,0.13587,0.124893,0.122042,0.134226,0.110421,0.145512,0.098717,0.158878,3
1839,'2022/02/21 23:51:53:436',7,0.122802,0.224602,0.10557,0.122031,0.140314,0.129238,0.127264,0.138015,0.116648,0.147711,0.105555,0.154878,3
1840,'2022/02/21 23:51:53:534',7,0.114806,0.228317,0.106176,0.113141,0.131883,0.132664,0.120505,0.137022,0.110444,0.145019,0.100146,0.154053,3
1841,'2022/02/21 23:51:53:634',7,0.113944,0.25425,0.122326,0.123038,0.128067,0.155511,0.115867,0.159014,0.106126,0.170061,0.097041,0.176812,3
1842,'2022/02/21 23:51:53:733',7,0.113944,0.25425,0.122326,0.123038,0.128067,0.155511,0.115867,0.159014,0.106126,0.170061,0.097041,0.176812,3
1843,'2022/02/21 23:51:53:845',7,0.114889,0.414606,0.108698,0.299288,0.117012,0.325934,0.103092,0.321718,0.093405,0.322426,0.085985,0.327523,3
1844,'2022/02/21 23:51:54:026',7,0.132581,0.596299,0.118876,0.494745,0.135534,0.517175,0.124035,0.514624,0.112841,0.515992,0.104721,0.522185,3
1845,'2022/02/21 23:51:54:225',7,0.160685,0.723395,0.184458,0.624995,0.178523,0.658938,0.164752,0.652397,0.152507,0.652428,0.142418,0.660992,3
1846,'2022/02/21 23:51:54:322',7,0.16176,0.736019,0.191269,0.6847,0.190611,0.693743,0.17754,0.69144,0.164505,0.694643,0.153785,0.700629,3
1847,'2022/02/21 23:51:54:422',7,0.168944,0.774567,0.170061,0.713316,0.195689,0.720563,0.181908,0.716327,0.169034,0.717523,0.159082,0.721892,3
1848,'2022/02/21 23:51:54:521',7,0.168096,0.804294,0.164758,0.735014,0.194691,0.733966,0.180026,0.729781,0.167614,0.7342,0.15804,0.739179,3
1849,'2022/02/21 23:51:54:620',7,0.15936,0.825852,0.159434,0.742596,0.179286,0.749433,0.16138,0.754572,0.15063,0.762378,0.145566,0.771714,3
1850,'2022/02/21 23:51:54:720',7,0.15936,0.825852,0.159434,0.742596,0.179286,0.749433,0.16138,0.754572,0.15063,0.762378,0.145566,0.771714,3
1851,'2022/02/21 23:51:54:819',7,0.15936,0.825852,0.159434,0.742596,0.179286,0.749433,0.16138,0.754572,0.15063,0.762378,0.145566,0.771714,3
1852,'2022/02/21 23:51:54:917',7,0.144482,0.901612,0.128728,0.815144,0.130817,0.803441,0.124844,0.815794,0.125754,0.839249,0.123692,0.85462,3
1853,'2022/02/21 23:51:55:017',7,0.154139,0.893567,0.126928,0.834215,0.125101,0.808689,0.118407,0.828194,0.117749,0.849824,0.117414,0.872472,3
1854,'2022/02/21 23:51:55:117',7,0.145987,0.899328,0.13526,0.81096,0.114359,0.779254,0.107355,0.808891,0.100703,0.840574,0.095862,0.872129,3
1855,'2022/02/21 23:51:55:216',7,0.138731,0.948319,0.15697,0.822116,0.100457,0.737351,0.069297,0.769954,0.050154,0.816634,0.041119,0.883283,3
1856,'2022/02/21 23:51:55:316',7,0.131704,0.968592,0.160778,0.880377,0.118733,0.751345,0.079451,0.759614,0.051972,0.802642,0.038353,0.869266,3
1857,'2022/02/21 23:51:55:415',7,0.132136,0.969248,0.162418,0.890218,0.128551,0.752262,0.0905,0.748484,0.065325,0.781626,0.046824,0.848296,3
1858,'2022/02/21 23:51:55:515',7,0.137407,0.951025,0.177567,0.873282,0.144517,0.72781,0.109997,0.722144,0.084261,0.747583,0.060207,0.812784,3
1859,'2022/02/21 23:51:55:614',7,0.144962,0.92712,0.192355,0.853478,0.158266,0.705018,0.125861,0.691534,0.09996,0.714383,0.072379,0.781835,3
1860,'2022/02/21 23:51:55:707',7,0.1611,0.918111,0.212487,0.847771,0.170707,0.693774,0.135808,0.681487,0.108895,0.704553,0.081326,0.775258,3
1861,'2022/02/21 23:51:55:807',7,0.183858,0.913665,0.242162,0.848137,0.200007,0.688161,0.161521,0.671239,0.132247,0.696813,0.106158,0.761968,3
1862,'2022/02/21 23:51:55:906',7,0.216687,0.91072,0.270466,0.842662,0.239877,0.67654,0.200209,0.659769,0.171583,0.680393,0.141033,0.74654,3
1863,'2022/02/21 23:51:56:005',7,0.254937,0.914412,0.304848,0.845061,0.285594,0.676654,0.243884,0.653452,0.211611,0.670642,0.178251,0.741163,3
1864,'2022/02/21 23:51:56:124',7,0.293881,0.926979,0.34294,0.863381,0.336337,0.684961,0.292749,0.661157,0.256045,0.67893,0.216321,0.754373,3
1865,'2022/02/21 23:51:56:181',7,0.32804,0.940568,0.373072,0.88519,0.385219,0.711151,0.347426,0.670474,0.308559,0.688556,0.264823,0.758413,3
1866,'2022/02/21 23:51:56:293',7,0.365339,0.950034,0.420395,0.88146,0.430888,0.71241,0.38922,0.684322,0.346816,0.699937,0.299711,0.770577,3
1867,'2022/02/21 23:51:56:350',7,0.399032,0.949951,0.403932,0.77142,0.441995,0.696067,0.440434,0.699714,0.420146,0.703072,0.38179,0.768251,3
1868,'2022/02/21 23:51:56:537',7,0.540092,0.9272,0.645651,0.923377,0.655012,0.749135,0.622896,0.702877,0.580645,0.695301,0.528286,0.743318,3
1869,'2022/02/21 23:51:56:636',7,0.56966,0.931987,0.684232,0.926703,0.712941,0.765519,0.686732,0.709631,0.647599,0.703626,0.592057,0.736066,3
1870,'2022/02/21 23:51:56:735',7,0.605805,0.93867,0.735878,0.942065,0.764072,0.782077,0.746064,0.735929,0.709177,0.717528,0.655693,0.738985,3
1871,'2022/02/21 23:51:56:833',7,0.634273,0.926906,0.7582,0.949847,0.794104,0.790236,0.777936,0.736046,0.745507,0.714055,0.691935,0.737807,3
1872,'2022/02/21 23:51:56:953',7,0.66401,0.91886,0.784391,0.938156,0.827891,0.783465,0.815937,0.730612,0.785034,0.709211,0.735998,0.724003,3
1873,'2022/02/21 23:51:57:009',7,0.690951,0.904182,0.809446,0.930574,0.856451,0.782892,0.848772,0.724643,0.818234,0.698298,0.773976,0.703087,3
1874,'2022/02/21 23:51:57:115',7,0.711502,0.881297,0.824811,0.91938,0.874026,0.76973,0.867267,0.712866,0.840687,0.678361,0.792484,0.680324,3
1875,'2022/02/21 23:51:57:172',7,0.726788,0.8514,0.84287,0.890315,0.887019,0.744478,0.882077,0.685991,0.85521,0.649511,0.809755,0.656344,3
1876,'2022/02/21 23:51:57:279',7,0.73597,0.838361,0.850594,0.877558,0.891301,0.721705,0.885064,0.663747,0.859737,0.631309,0.815642,0.636029,3
1877,'2022/02/21 23:51:57:335',7,0.743774,0.804619,0.860606,0.83561,0.902462,0.682813,0.896379,0.622291,0.867377,0.590657,0.82273,0.587582,3
1878,'2022/02/21 23:51:57:427',7,0.751206,0.765556,0.869529,0.802337,0.912145,0.645407,0.904339,0.582295,0.876848,0.547057,0.830955,0.538826,3
1879,'2022/02/21 23:51:57:548',7,0.75027,0.672547,0.882874,0.692906,0.9192,0.536254,0.911934,0.488782,0.877816,0.442386,0.834802,0.430697,3
1880,'2022/02/21 23:51:57:719',7,0.788996,0.419256,0.907593,0.431684,0.932164,0.252531,0.917652,0.182331,0.880261,0.147211,0.83495,0.142795,3
1881,'2022/02/21 23:51:57:819',7,0.777131,0.341311,0.908341,0.325327,0.932527,0.16157,0.91451,0.091205,0.879565,0.060603,0.829358,0.059856,3
1882,'2022/02/21 23:51:57:939',7,0.778757,0.274309,0.914996,0.271242,0.937649,0.098181,0.921675,0.021775,0.884639,-0.007364,0.836454,-0.009987,3
1883,'2022/02/21 23:51:58:001',7,0.785791,0.22281,0.91493,0.236325,0.937775,0.056283,0.912285,-0.009138,0.881686,-0.04522,0.831042,-0.0501,3
1884,'2022/02/21 23:51:58:087',7,0.787938,0.207609,0.918999,0.212679,0.934717,0.033256,0.906986,-0.032268,0.871834,-0.06647,0.825457,-0.061323,3
1885,'2022/02/21 23:51:58:186',7,0.78615,0.211895,0.917998,0.211958,0.92576,0.024861,0.900194,-0.033507,0.863324,-0.066706,0.818995,-0.061713,3
1886,'2022/02/21 23:51:58:287',7,0.786557,0.249862,0.911448,0.255781,0.927532,0.073948,0.911447,0.00034,0.878236,-0.03059,0.827172,-0.038947,3
1887,'2022/02/21 23:51:58:380',7,0.788332,0.29117,0.910364,0.30558,0.933964,0.121395,0.921417,0.048945,0.886988,0.019448,0.835445,0.000411,3
1888,'2022/02/21 23:51:58:479',7,0.789909,0.357378,0.91031,0.358962,0.941163,0.184909,0.928748,0.113696,0.894491,0.080447,0.838727,0.078695,3
1889,'2022/02/21 23:51:58:580',7,0.791481,0.451117,0.901871,0.46172,0.940844,0.286433,0.934166,0.219053,0.902677,0.177376,0.844045,0.170227,3
1890,'2022/02/21 23:51:58:679',7,0.785958,0.497796,0.871383,0.562051,0.926063,0.399032,0.918246,0.334101,0.884201,0.303596,0.821905,0.298861,3
1891,'2022/02/21 23:51:58:796',7,0.735309,0.658534,0.838621,0.670783,0.882178,0.504796,0.868871,0.439176,0.83486,0.412492,0.764607,0.425924,3
1892,'2022/02/21 23:51:58:877',7,0.698774,0.681607,0.803708,0.715829,0.843426,0.559314,0.824192,0.49817,0.784636,0.470509,0.71748,0.487883,3
1893,'2022/02/21 23:51:58:977',7,0.659732,0.695953,0.763934,0.721799,0.79263,0.54922,0.769136,0.493413,0.728409,0.474702,0.666215,0.498895,3
1894,'2022/02/21 23:51:59:076',7,0.608787,0.6962,0.733643,0.702701,0.740942,0.514407,0.708579,0.460241,0.664003,0.456016,0.627294,0.502531,3
1895,'2022/02/21 23:51:59:196',7,0.544525,0.662314,0.661147,0.648944,0.669462,0.464434,0.63639,0.418816,0.589746,0.418725,0.521212,0.424854,3
1896,'2022/02/21 23:51:59:294',7,0.485839,0.616451,0.58548,0.578551,0.560004,0.349468,0.547636,0.336736,0.50917,0.32828,0.4514,0.380666,3
1897,'2022/02/21 23:51:59:394',7,0.442224,0.568727,0.541797,0.485422,0.523829,0.301165,0.480829,0.267201,0.45966,0.289816,0.436316,0.340176,3
1898,'2022/02/21 23:51:59:451',7,0.404055,0.528198,0.498489,0.442013,0.46805,0.252968,0.427276,0.22666,0.414689,0.260248,0.391993,0.310151,3
1899,'2022/02/21 23:51:59:537',7,0.373168,0.510111,0.467384,0.414092,0.437258,0.22448,0.384888,0.194927,0.350349,0.219089,0.322631,0.305982,3
1900,'2022/02/21 23:51:59:637',7,0.35519,0.481881,0.444449,0.376193,0.411441,0.197148,0.359877,0.17151,0.327939,0.193394,0.285483,0.265844,3
1901,'2022/02/21 23:51:59:736',7,0.355205,0.467402,0.44105,0.360032,0.407839,0.18786,0.356854,0.165372,0.325075,0.185909,0.282665,0.25849,3
1902,'2022/02/21 23:51:59:836',7,0.370468,0.454,0.459784,0.336358,0.419929,0.178909,0.371586,0.156564,0.338378,0.17646,0.298558,0.24537,3
1903,'2022/02/21 23:51:59:935',7,0.396475,0.432553,0.485486,0.313724,0.448019,0.166959,0.403496,0.136942,0.364432,0.149783,0.321035,0.214641,3
1904,'2022/02/21 23:52:00:034',7,0.41872,0.411922,0.475709,0.278147,0.444902,0.138131,0.42404,0.107416,0.408033,0.11884,0.400622,0.161696,3
1905,'2022/02/21 23:52:00:133',7,0.41854,0.403553,0.475732,0.255833,0.436721,0.112882,0.433144,0.097686,0.436334,0.112946,0.444711,0.172916,3
1906,'2022/02/21 23:52:00:253',7,0.433888,0.386754,0.490763,0.258833,0.462206,0.122029,0.45984,0.092141,0.46831,0.103185,0.489394,0.164988,3
1907,'2022/02/21 23:52:00:330',7,0.450232,0.354277,0.428564,0.188171,0.475287,0.06717,0.530337,0.092229,0.556134,0.132656,0.568886,0.222862,3
1908,'2022/02/21 23:52:00:430',7,0.476101,0.342643,0.442525,0.172494,0.500885,0.058837,0.560651,0.098605,0.587414,0.151688,0.591037,0.233746,3
1909,'2022/02/21 23:52:00:509',7,0.506487,0.34202,0.475374,0.172042,0.546004,0.069495,0.601214,0.116037,0.621354,0.179806,0.622564,0.260453,3
1910,'2022/02/21 23:52:00:592',7,0.527057,0.338001,0.500881,0.170711,0.573647,0.080774,0.628245,0.133198,0.644612,0.194484,0.64204,0.27166,3
1911,'2022/02/21 23:52:00:693',7,0.555872,0.334055,0.529026,0.164328,0.610622,0.083664,0.657634,0.147042,0.67416,0.209256,0.666846,0.282062,3
1912,'2022/02/21 23:52:00:793',7,0.585336,0.328264,0.56523,0.153426,0.647611,0.086377,0.691552,0.156598,0.706342,0.218867,0.693265,0.291131,3
1913,'2022/02/21 23:52:00:893',7,0.612371,0.316483,0.598578,0.136606,0.681925,0.083284,0.720163,0.15992,0.730888,0.222058,0.718132,0.292622,3
1914,'2022/02/21 23:52:01:013',7,0.641918,0.310064,0.631101,0.143888,0.711915,0.093859,0.748269,0.171823,0.757548,0.23501,0.742516,0.303812,3
1915,'2022/02/21 23:52:01:068',7,0.66436,0.296245,0.665587,0.132855,0.746854,0.096536,0.781538,0.18023,0.785258,0.234133,0.768108,0.303851,3
1916,'2022/02/21 23:52:01:154',7,0.682568,0.271336,0.685422,0.117668,0.768018,0.085149,0.800346,0.167941,0.806766,0.225243,0.785934,0.291952,3
1917,'2022/02/21 23:52:01:255',7,0.702736,0.256388,0.714299,0.107511,0.79885,0.081826,0.827993,0.169241,0.834451,0.221035,0.812999,0.283683,3
1918,'2022/02/21 23:52:01:375',7,0.721043,0.233619,0.736681,0.101285,0.8196,0.076914,0.850295,0.160854,0.851811,0.209502,0.823402,0.279212,3
1919,'2022/02/21 23:52:01:431',7,0.738006,0.20701,0.749522,0.079,0.832353,0.047867,0.865843,0.132926,0.870658,0.179123,0.84776,0.23988,3
1920,'2022/02/21 23:52:01:538',7,0.750448,0.182958,0.75707,0.065818,0.840132,0.027815,0.876442,0.107398,0.87544,0.158584,0.855793,0.226024,3
1921,'2022/02/21 23:52:01:595',7,0.762479,0.178543,0.769134,0.064454,0.851713,0.019035,0.889057,0.108837,0.890864,0.15952,0.867889,0.225512,3
1922,'2022/02/21 23:52:01:686',7,0.764791,0.191169,0.772896,0.076709,0.854646,0.030764,0.892145,0.116707,0.893723,0.17435,0.869303,0.236311,3
1923,'2022/02/21 23:52:01:780',7,0.756588,0.202469,0.764277,0.091127,0.847459,0.056711,0.879986,0.141182,0.883685,0.195329,0.854612,0.261533,3
1924,'2022/02/21 23:52:01:879',7,0.737635,0.211767,0.744354,0.095027,0.825382,0.057996,0.862427,0.140963,0.861329,0.199192,0.830844,0.26045,3
1925,'2022/02/21 23:52:01:979',7,0.709747,0.214286,0.706306,0.112586,0.781791,0.064575,0.81692,0.143953,0.82018,0.197326,0.801075,0.259886,3
1926,'2022/02/21 23:52:02:078',7,0.709747,0.214286,0.706306,0.112586,0.781791,0.064575,0.81692,0.143953,0.82018,0.197326,0.801075,0.259886,3
1927,'2022/02/21 23:52:02:195',7,0.577147,0.248116,0.573486,0.118892,0.649642,0.036033,0.69605,0.096227,0.707337,0.156709,0.694123,0.236044,3
1928,'2022/02/21 23:52:02:293',7,0.514233,0.261818,0.498592,0.110992,0.566661,0.011339,0.617413,0.050624,0.630377,0.109472,0.620085,0.189939,3
1929,'2022/02/21 23:52:02:392',7,0.442531,0.21874,0.427898,0.101431,0.488843,-0.03018,0.535039,0.015134,0.55298,0.064246,0.544657,0.1606,3
1930,'2022/02/21 23:52:02:873',7,0.194159,0.259401,0.197479,0.071753,0.172156,-0.029748,0.181135,-0.029372,0.218952,0.014591,0.247121,0.100033,3
1931,'2022/02/21 23:52:02:972',7,0.171516,0.292988,0.175403,0.114949,0.140725,0.022329,0.153352,-0.001884,0.18477,0.034194,0.2225,0.11064,3
1932,'2022/02/21 23:52:03:071',7,0.164935,0.31028,0.175035,0.129411,0.128123,0.039495,0.155583,0.020163,0.17942,0.049479,0.217695,0.130033,3
1933,'2022/02/21 23:52:03:168',7,0.164884,0.352164,0.152242,0.211258,0.147984,0.075899,0.175213,0.058595,0.203737,0.092876,0.232815,0.189574,3
1934,'2022/02/21 23:52:03:270',7,0.166233,0.386671,0.154661,0.239822,0.163007,0.102525,0.198055,0.096415,0.221993,0.134702,0.250711,0.230905,3
1935,'2022/02/21 23:52:03:370',7,0.166629,0.39419,0.152159,0.255959,0.168423,0.115379,0.208233,0.109896,0.234423,0.14303,0.259605,0.245364,3
1936,'2022/02/21 23:52:03:468',7,0.162729,0.396118,0.149644,0.256799,0.169163,0.113458,0.20809,0.10515,0.23554,0.14859,0.260946,0.246989,3
1937,'2022/02/21 23:52:03:561',7,0.161302,0.396166,0.146172,0.261011,0.169957,0.118059,0.209552,0.110328,0.23807,0.152334,0.263669,0.255851,3
1938,'2022/02/21 23:52:03:661',7,0.164261,0.401773,0.150115,0.258838,0.181417,0.124226,0.222347,0.125257,0.247522,0.16502,0.266673,0.268467,3
1939,'2022/02/21 23:52:03:759',7,0.17352,0.390317,0.196134,0.184974,0.17727,0.107985,0.178146,0.106669,0.201947,0.141119,0.230833,0.229442,3
1940,'2022/02/21 23:52:03:865',7,0.197089,0.367999,0.240444,0.237085,0.182859,0.106504,0.136487,0.097806,0.108367,0.127939,0.100652,0.191902,3
1941,'2022/02/21 23:52:03:964',7,0.19573,0.357264,0.261396,0.228653,0.210313,0.100335,0.156489,0.088752,0.117947,0.114548,0.097276,0.174432,3
1942,'2022/02/21 23:52:04:057',7,0.186467,0.333273,0.261126,0.211962,0.230077,0.09519,0.181758,0.082108,0.143952,0.100098,0.10924,0.154028,3
1943,'2022/02/21 23:52:04:156',7,0.169407,0.317255,0.24134,0.174687,0.212429,0.07072,0.176942,0.067207,0.142427,0.092362,0.108616,0.150109,3
1944,'2022/02/21 23:52:04:256',7,0.154988,0.306481,0.207273,0.153771,0.185991,0.048615,0.15424,0.051289,0.125977,0.087723,0.095793,0.151118,3
1945,'2022/02/21 23:52:04:356',7,0.149135,0.298719,0.184142,0.149027,0.167879,0.032605,0.143575,0.039248,0.122223,0.078642,0.095785,0.14782,3
1946,'2022/02/21 23:52:04:455',7,0.15343,0.28976,0.1737,0.142391,0.160427,0.017777,0.137805,0.030146,0.121535,0.072132,0.102909,0.143718,3
1947,'2022/02/21 23:52:04:553',7,0.15348,0.278754,0.167702,0.132831,0.151113,0.009026,0.130194,0.024079,0.114059,0.06991,0.099442,0.141406,3
1948,'2022/02/21 23:52:04:653',7,0.15348,0.278754,0.167702,0.132831,0.151113,0.009026,0.130194,0.024079,0.114059,0.06991,0.099442,0.141406,3
1949,'2022/02/21 23:52:04:752',7,0.148391,0.259224,0.09743,0.145111,0.102795,0.019626,0.099019,0.008687,0.09431,0.025036,0.095793,0.050469,3
1950,'2022/02/21 23:52:04:852',7,0.153043,0.243901,0.047326,0.194944,0.046358,0.019744,0.077203,-0.014287,0.10897,-0.016802,0.138489,0.042995,3
1951,'2022/02/21 23:52:04:951',7,0.162494,0.23988,0.036893,0.23227,0.029909,0.031039,0.072539,-0.019583,0.10828,-0.022955,0.153814,0.013117,3
1952,'2022/02/21 23:52:05:050',7,0.1733,0.234753,0.051536,0.244293,0.029024,0.038706,0.071876,-0.021533,0.111766,-0.037566,0.161414,-0.013749,3
1953,'2022/02/21 23:52:05:150',7,0.182478,0.236439,0.06361,0.248693,0.032146,0.041738,0.074015,-0.018013,0.113945,-0.03583,0.167651,-0.024852,3
1954,'2022/02/21 23:52:05:249',7,0.183539,0.241978,0.066223,0.256795,0.032104,0.047757,0.071314,-0.013664,0.111988,-0.037699,0.168632,-0.021271,3
1955,'2022/02/21 23:52:05:349',7,0.18147,0.250729,0.066148,0.264766,0.02865,0.059246,0.066245,-0.009446,0.106374,-0.033599,0.16501,-0.011606,3
1956,'2022/02/21 23:52:05:442',7,0.181044,0.258291,0.065541,0.273414,0.024235,0.069131,0.06027,0.000548,0.101439,-0.021253,0.162894,0.008589,3
1957,'2022/02/21 23:52:05:542',7,0.180465,0.267238,0.065039,0.283105,0.021879,0.079842,0.058205,0.01252,0.095925,-0.011666,0.161178,0.017648,3
1958,'2022/02/21 23:52:05:641',7,0.18228,0.292433,0.066457,0.317173,0.017898,0.116651,0.052902,0.044814,0.095377,0.023468,0.156446,0.041023,3
1959,'2022/02/21 23:52:05:740',7,0.186764,0.341295,0.076631,0.390246,0.013729,0.202465,0.042159,0.118385,0.082413,0.088415,0.143485,0.092887,3
1960,'2022/02/21 23:52:05:839',7,0.194038,0.366759,0.082874,0.438091,0.015305,0.256089,0.038779,0.172886,0.07733,0.138933,0.134717,0.136808,3
1961,'2022/02/21 23:52:05:938',7,0.203891,0.356703,0.092366,0.416698,0.040629,0.225104,0.064661,0.14905,0.098094,0.121649,0.138476,0.141763,3
1962,'2022/02/21 23:52:06:037',7,0.203891,0.356703,0.092366,0.416698,0.040629,0.225104,0.064661,0.14905,0.098094,0.121649,0.138476,0.141763,3
1963,'2022/02/21 23:52:06:157',7,0.217001,0.321251,0.115162,0.286211,0.122307,0.088233,0.15069,0.049756,0.177245,0.06143,0.193887,0.111213,3
1964,'2022/02/21 23:52:06:213',7,0.243292,0.334703,0.130978,0.307734,0.138098,0.105401,0.182157,0.058933,0.213023,0.067169,0.23428,0.11604,3
1965,'2022/02/21 23:52:06:305',7,0.273617,0.35265,0.157327,0.33905,0.162264,0.136645,0.208985,0.080895,0.246034,0.081126,0.271071,0.121448,3
1966,'2022/02/21 23:52:06:400',7,0.321882,0.35906,0.205836,0.36481,0.21667,0.158914,0.260493,0.099506,0.301376,0.095859,0.322739,0.143724,3
1967,'2022/02/21 23:52:06:500',7,0.361448,0.376862,0.259039,0.363624,0.279206,0.155953,0.333341,0.097062,0.342755,0.122994,0.346942,0.172913,3
1968,'2022/02/21 23:52:06:766',7,0.361448,0.376862,0.259039,0.363624,0.279206,0.155953,0.333341,0.097062,0.342755,0.122994,0.346942,0.172913,3
1969,'2022/02/21 23:52:06:887',7,0.535822,0.338786,0.437264,0.290266,0.484341,0.113088,0.532477,0.06485,0.563304,0.078593,0.573991,0.115626,3
1970,'2022/02/21 23:52:06:961',7,0.560786,0.329752,0.477475,0.264212,0.538778,0.097033,0.583287,0.063144,0.594884,0.072798,0.595165,0.087127,3
1971,'2022/02/21 23:52:07:079',7,0.586153,0.307607,0.517865,0.247372,0.586218,0.0801,0.622296,0.045834,0.632545,0.060551,0.639053,0.089385,3
1972,'2022/02/21 23:52:07:156',7,0.609119,0.308059,0.553841,0.246616,0.626588,0.076124,0.663349,0.044474,0.664044,0.048712,0.645768,0.071573,3
1973,'2022/02/21 23:52:07:259',7,0.618015,0.29557,0.579305,0.246315,0.653589,0.081671,0.680118,0.046064,0.678869,0.053987,0.665455,0.076547,3
1974,'2022/02/21 23:52:07:356',7,0.620888,0.297473,0.579193,0.235058,0.65644,0.069068,0.682086,0.045421,0.681717,0.055315,0.667406,0.075009,3
1975,'2022/02/21 23:52:07:457',7,0.614205,0.29517,0.581278,0.22177,0.660004,0.063865,0.677759,0.039045,0.674837,0.051201,0.661009,0.070959,3
1976,'2022/02/21 23:52:07:558',7,0.604547,0.290296,0.586478,0.215847,0.660962,0.057283,0.665645,0.032198,0.66039,0.048714,0.652079,0.067924,3
1977,'2022/02/21 23:52:07:660',7,0.604547,0.290296,0.586478,0.215847,0.660962,0.057283,0.665645,0.032198,0.66039,0.048714,0.652079,0.067924,3
1978,'2022/02/21 23:52:07:953',7,0.467411,0.333119,0.490188,0.475868,0.530432,0.517683,0.484722,0.553136,0.431356,0.539713,0.398416,0.509473,3
1979,'2022/02/21 23:52:08:072',7,0.433067,0.381885,0.483048,0.528492,0.502667,0.587581,0.466279,0.608546,0.437122,0.619965,0.41134,0.590675,3
1980,'2022/02/21 23:52:08:127',7,0.41997,0.437501,0.4993,0.587293,0.481328,0.637736,0.45773,0.660762,0.435153,0.667132,0.409922,0.650202,3
