@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2,3}

@data
963,'2022/02/21 23:49:52:026',4,0.363445,0.337768,0.402662,0.158604,0.470154,0.024849,0.405846,0.224807,0.390867,0.224688,0.384224,0.01888,1
964,'2022/02/21 23:49:52:126',4,0.358231,0.338367,0.398697,0.157971,0.463954,0.023202,0.402181,0.222589,0.385446,0.22592,0.377924,0.01935,1
965,'2022/02/21 23:49:52:225',4,0.353046,0.340479,0.392353,0.161112,0.457906,0.024366,0.39576,0.224621,0.37999,0.225382,0.371002,0.020931,1
966,'2022/02/21 23:49:52:325',4,0.347329,0.342927,0.385257,0.163546,0.452228,0.027323,0.389574,0.229018,0.374297,0.228884,0.364045,0.024376,1
967,'2022/02/21 23:49:52:425',4,0.341852,0.34705,0.379476,0.167056,0.445453,0.028442,0.382409,0.231277,0.368113,0.228878,0.35759,0.029215,1
968,'2022/02/21 23:49:52:524',4,0.337305,0.353352,0.371952,0.17419,0.439756,0.034698,0.376539,0.237239,0.3631,0.235065,0.350416,0.038449,1
969,'2022/02/21 23:49:52:623',4,0.332355,0.357791,0.366604,0.180738,0.434109,0.038017,0.371138,0.24339,0.356897,0.239038,0.34398,0.042305,1
970,'2022/02/21 23:49:52:717',4,0.326924,0.36127,0.362227,0.183721,0.426566,0.039565,0.366126,0.245522,0.351885,0.240073,0.337026,0.042513,1
971,'2022/02/21 23:49:52:817',4,0.325197,0.356355,0.357729,0.184998,0.421684,0.0369,0.361463,0.241061,0.346885,0.2377,0.332236,0.03923,1
972,'2022/02/21 23:49:52:916',4,0.322553,0.355942,0.353033,0.183118,0.418585,0.033898,0.358793,0.234879,0.344799,0.232337,0.328474,0.037964,1
973,'2022/02/21 23:49:53:016',4,0.320653,0.354741,0.351255,0.183445,0.416417,0.03181,0.354777,0.238538,0.342183,0.236127,0.326732,0.037834,1
974,'2022/02/21 23:49:53:116',4,0.318481,0.357868,0.348596,0.184947,0.416276,0.034165,0.35337,0.24193,0.34058,0.237031,0.323841,0.038665,1
975,'2022/02/21 23:49:53:215',4,0.317975,0.354763,0.347407,0.179176,0.417299,0.031109,0.354393,0.235121,0.340031,0.233132,0.324684,0.037305,1
976,'2022/02/21 23:49:53:314',4,0.317613,0.353967,0.346703,0.178656,0.416808,0.029259,0.351611,0.234386,0.338903,0.231607,0.323652,0.035275,1
977,'2022/02/21 23:49:53:414',4,0.315647,0.350302,0.346227,0.17891,0.416506,0.029034,0.348656,0.235022,0.337069,0.22935,0.322437,0.033537,1
978,'2022/02/21 23:49:53:514',4,0.31452,0.35273,0.343446,0.176665,0.414864,0.030284,0.347277,0.235851,0.335219,0.231144,0.320954,0.033109,1
979,'2022/02/21 23:49:53:613',4,0.313541,0.356814,0.340245,0.183761,0.413215,0.030821,0.349401,0.234004,0.335549,0.236594,0.317903,0.03639,1
980,'2022/02/21 23:49:53:706',4,0.312278,0.362636,0.337524,0.188962,0.413726,0.036892,0.345396,0.24113,0.332918,0.237543,0.317401,0.041113,1
981,'2022/02/21 23:49:53:806',4,0.309744,0.371635,0.337233,0.196156,0.411819,0.046277,0.34245,0.255124,0.330814,0.249328,0.314408,0.051471,1
982,'2022/02/21 23:49:53:905',4,0.306702,0.386002,0.335102,0.210727,0.411934,0.066597,0.344958,0.27096,0.330858,0.272788,0.31434,0.07006,1
983,'2022/02/21 23:49:54:005',4,0.306267,0.396526,0.334899,0.222667,0.410296,0.078911,0.34408,0.281972,0.330992,0.281821,0.313035,0.080854,1
984,'2022/02/21 23:49:54:104',4,0.307486,0.40228,0.334873,0.233424,0.410446,0.082959,0.344148,0.287046,0.33065,0.290078,0.313497,0.088352,1
985,'2022/02/21 23:49:54:203',4,0.308573,0.40771,0.336303,0.237989,0.411242,0.088548,0.344311,0.290591,0.330695,0.290217,0.314961,0.096334,1
986,'2022/02/21 23:49:54:301',4,0.308805,0.412708,0.338065,0.247519,0.412452,0.096707,0.345608,0.29943,0.331181,0.302941,0.316073,0.107349,1
987,'2022/02/21 23:49:54:401',4,0.309376,0.410609,0.336208,0.245004,0.410304,0.097107,0.347547,0.298906,0.33273,0.293535,0.315836,0.10347,1
988,'2022/02/21 23:49:54:500',4,0.311358,0.40366,0.339297,0.237422,0.412842,0.089642,0.346266,0.294603,0.333213,0.28871,0.318244,0.097771,1
989,'2022/02/21 23:49:54:600',4,0.315251,0.402151,0.346522,0.236376,0.417787,0.086452,0.351704,0.293292,0.337829,0.294392,0.325223,0.095724,1
990,'2022/02/21 23:49:54:700',4,0.320167,0.398746,0.350787,0.235718,0.42736,0.086699,0.361094,0.289287,0.345386,0.289358,0.332102,0.089393,1
991,'2022/02/21 23:49:54:838',4,0.325828,0.396134,0.359035,0.224506,0.433487,0.084504,0.367794,0.287148,0.351728,0.288307,0.338824,0.087119,1
992,'2022/02/21 23:49:54:932',4,0.331967,0.396014,0.368191,0.226678,0.441947,0.086605,0.374467,0.286938,0.359041,0.283251,0.347042,0.082121,1
993,'2022/02/21 23:49:55:032',4,0.336436,0.397056,0.375943,0.225625,0.45009,0.090724,0.382938,0.283472,0.365644,0.286223,0.355915,0.08244,1
994,'2022/02/21 23:49:55:131',4,0.342915,0.395913,0.381833,0.221307,0.458357,0.090826,0.391848,0.28227,0.373064,0.289529,0.36418,0.083635,1
995,'2022/02/21 23:49:55:224',4,0.347644,0.39785,0.388364,0.224362,0.466156,0.093525,0.397675,0.281837,0.379238,0.287511,0.37214,0.084698,1
996,'2022/02/21 23:49:55:324',4,0.352127,0.393695,0.395961,0.218122,0.473181,0.092222,0.402549,0.278592,0.384225,0.286761,0.378141,0.082524,1
997,'2022/02/21 23:49:55:424',4,0.354272,0.387441,0.397901,0.216704,0.472021,0.085623,0.402423,0.277567,0.384565,0.284003,0.37905,0.076997,1
998,'2022/02/21 23:49:55:522',4,0.355272,0.37836,0.393751,0.206925,0.468403,0.069208,0.399047,0.268072,0.384226,0.271864,0.37575,0.064291,1
999,'2022/02/21 23:49:55:622',4,0.353806,0.369528,0.393168,0.196943,0.466706,0.06021,0.399319,0.260375,0.383376,0.261181,0.374046,0.054533,1
1000,'2022/02/21 23:49:55:720',4,0.352766,0.365039,0.391503,0.190063,0.466074,0.051563,0.397155,0.253519,0.382151,0.257272,0.371748,0.046587,1
1001,'2022/02/21 23:49:55:820',4,0.353354,0.358187,0.39121,0.181508,0.466906,0.043216,0.399483,0.24666,0.382829,0.253561,0.371945,0.041132,1
1002,'2022/02/21 23:49:55:918',4,0.354295,0.349699,0.39385,0.172887,0.468726,0.036325,0.400787,0.237323,0.383997,0.244321,0.374155,0.031637,1
1003,'2022/02/21 23:49:56:017',4,0.355979,0.338287,0.396828,0.160983,0.470858,0.02838,0.400589,0.229896,0.384758,0.235666,0.376248,0.023799,1
1004,'2022/02/21 23:49:56:117',4,0.356507,0.344206,0.39658,0.160499,0.473035,0.032217,0.401552,0.232599,0.386836,0.238506,0.37728,0.023731,1
1005,'2022/02/21 23:49:56:217',4,0.352403,0.345501,0.392466,0.170864,0.469925,0.035326,0.396663,0.235157,0.381944,0.236017,0.374826,0.027993,1
1006,'2022/02/21 23:49:56:316',4,0.347076,0.351376,0.384786,0.174854,0.458244,0.03653,0.389342,0.236304,0.373659,0.237372,0.364652,0.029687,1
1007,'2022/02/21 23:49:56:416',4,0.340608,0.350194,0.377857,0.175822,0.450615,0.034976,0.382036,0.244477,0.367447,0.240254,0.357005,0.028835,1
1008,'2022/02/21 23:49:56:515',4,0.334274,0.356223,0.371731,0.182253,0.444119,0.039196,0.37652,0.241727,0.361533,0.238722,0.349213,0.032884,1
1009,'2022/02/21 23:49:56:614',4,0.328326,0.358522,0.365699,0.18294,0.437756,0.039088,0.371451,0.24707,0.357154,0.240134,0.343147,0.03415,1
1010,'2022/02/21 23:49:56:713',4,0.324122,0.357953,0.357957,0.180101,0.431056,0.036705,0.367895,0.242285,0.350313,0.240528,0.334476,0.031964,1
1011,'2022/02/21 23:49:56:812',4,0.319547,0.359073,0.35318,0.18402,0.424398,0.035695,0.359675,0.242429,0.344106,0.237088,0.328398,0.034303,1
1012,'2022/02/21 23:49:56:912',4,0.317821,0.357365,0.346616,0.185673,0.420802,0.034537,0.354453,0.244394,0.341671,0.235793,0.322982,0.035195,1
1013,'2022/02/21 23:49:57:009',4,0.314972,0.356355,0.344912,0.18538,0.417528,0.031778,0.351301,0.240036,0.338411,0.233194,0.320192,0.031385,1
1014,'2022/02/21 23:49:57:109',4,0.313833,0.351579,0.342628,0.181138,0.415251,0.026461,0.34746,0.235013,0.334586,0.231082,0.316395,0.031066,1
1015,'2022/02/21 23:49:57:208',4,0.310866,0.355737,0.337137,0.178678,0.416291,0.030496,0.345885,0.237353,0.333464,0.23374,0.314915,0.031441,1
1016,'2022/02/21 23:49:57:308',4,0.309846,0.358537,0.337636,0.181357,0.412831,0.028865,0.346991,0.23463,0.332191,0.237569,0.312958,0.031912,1
1017,'2022/02/21 23:49:57:407',4,0.310166,0.356528,0.337788,0.176562,0.413138,0.028603,0.347334,0.234231,0.332478,0.237187,0.313152,0.033249,1
1018,'2022/02/21 23:49:57:507',4,0.311983,0.356434,0.340191,0.182702,0.414842,0.030504,0.346714,0.233955,0.332962,0.23398,0.314638,0.032174,1
1019,'2022/02/21 23:49:57:606',4,0.310757,0.358508,0.338819,0.184618,0.415699,0.032737,0.344261,0.242568,0.332354,0.240493,0.314278,0.036789,1
1020,'2022/02/21 23:49:57:700',4,0.309292,0.366009,0.338734,0.192999,0.415171,0.040971,0.344752,0.249654,0.331711,0.251854,0.313934,0.044414,1
1021,'2022/02/21 23:49:57:800',4,0.308481,0.375443,0.337353,0.19902,0.415651,0.053008,0.34414,0.261567,0.331611,0.26002,0.313791,0.054722,1
1022,'2022/02/21 23:49:57:900',4,0.307804,0.383495,0.335981,0.207865,0.412217,0.059171,0.342924,0.264128,0.33011,0.260093,0.310395,0.05901,1
1023,'2022/02/21 23:49:58:000',4,0.307201,0.387668,0.336307,0.21815,0.412048,0.065953,0.343656,0.272227,0.329846,0.275412,0.311671,0.067765,1
1024,'2022/02/21 23:49:58:098',4,0.307676,0.392617,0.337907,0.2234,0.412425,0.071804,0.342369,0.281484,0.329969,0.277015,0.311591,0.073042,1
1025,'2022/02/21 23:49:58:197',4,0.307859,0.399871,0.334919,0.228049,0.414121,0.080818,0.344954,0.288791,0.331902,0.285999,0.312376,0.083619,1
1026,'2022/02/21 23:49:58:297',4,0.309318,0.4016,0.337947,0.232529,0.415185,0.081222,0.346433,0.291717,0.3329,0.291964,0.314909,0.085556,1
1027,'2022/02/21 23:49:58:396',4,0.31578,0.400898,0.343007,0.232645,0.420598,0.082124,0.353028,0.291331,0.339102,0.284242,0.321903,0.082813,1
1028,'2022/02/21 23:49:58:494',4,0.32347,0.399578,0.355321,0.229958,0.430963,0.087138,0.363078,0.29002,0.347218,0.288194,0.331183,0.081185,1
1029,'2022/02/21 23:49:58:594',4,0.330348,0.400695,0.36162,0.235515,0.440275,0.092019,0.373597,0.291174,0.356312,0.292375,0.340897,0.083582,1
1030,'2022/02/21 23:49:58:693',4,0.334337,0.403744,0.363847,0.236393,0.448499,0.095947,0.378609,0.292237,0.362449,0.295779,0.349046,0.085809,1
1031,'2022/02/21 23:49:58:794',4,0.340688,0.404136,0.374093,0.241006,0.455303,0.097792,0.386626,0.290616,0.368493,0.297629,0.355988,0.086971,1
1032,'2022/02/21 23:49:58:894',4,0.343869,0.403176,0.382196,0.233483,0.461654,0.098226,0.390121,0.292967,0.373457,0.299608,0.36179,0.088402,1
1033,'2022/02/21 23:49:58:987',4,0.348001,0.404004,0.387776,0.230233,0.467726,0.100608,0.398335,0.287866,0.379952,0.296888,0.368091,0.087633,1
1034,'2022/02/21 23:49:59:087',4,0.35196,0.39867,0.394128,0.231437,0.473142,0.093113,0.400888,0.288684,0.382985,0.297882,0.373182,0.084748,1
1035,'2022/02/21 23:49:59:186',4,0.353054,0.393242,0.39586,0.221225,0.474031,0.088043,0.40095,0.284097,0.383524,0.292168,0.37487,0.076999,1
1036,'2022/02/21 23:49:59:284',4,0.35421,0.383989,0.395981,0.212427,0.473145,0.0752,0.402599,0.273121,0.384067,0.281548,0.375091,0.067351,1
1037,'2022/02/21 23:49:59:385',4,0.355919,0.374436,0.396435,0.200694,0.473869,0.062088,0.404258,0.262702,0.385337,0.26973,0.375331,0.056346,1
1038,'2022/02/21 23:49:59:484',4,0.357781,0.364308,0.399499,0.189425,0.476426,0.053835,0.40661,0.251586,0.386908,0.259899,0.377815,0.045866,1
1039,'2022/02/21 23:49:59:584',4,0.360929,0.35382,0.402036,0.177366,0.478444,0.043313,0.409408,0.241337,0.390488,0.250294,0.37978,0.035122,1
1040,'2022/02/21 23:49:59:683',4,0.360453,0.350171,0.402087,0.173111,0.475879,0.035283,0.405542,0.237549,0.390353,0.241334,0.378481,0.026697,1
1041,'2022/02/21 23:49:59:782',4,0.358968,0.349089,0.40011,0.172047,0.474875,0.031691,0.405572,0.233403,0.389045,0.240991,0.376389,0.024659,1
1042,'2022/02/21 23:49:59:881',4,0.358629,0.349357,0.397795,0.169697,0.475563,0.033735,0.405322,0.232884,0.388945,0.242972,0.376612,0.025035,1
1043,'2022/02/21 23:49:59:981',4,0.35662,0.350364,0.394967,0.172662,0.471898,0.032426,0.400008,0.23513,0.385277,0.238594,0.373091,0.024497,1
1044,'2022/02/21 23:50:00:080',4,0.350273,0.350544,0.388991,0.174137,0.46505,0.031227,0.394634,0.238275,0.379798,0.236442,0.366522,0.023684,1
1045,'2022/02/21 23:50:00:180',4,0.342493,0.355334,0.3799,0.175702,0.455306,0.033871,0.383885,0.240088,0.369864,0.240505,0.35575,0.028693,1
1046,'2022/02/21 23:50:00:279',4,0.334173,0.358447,0.367649,0.177159,0.442961,0.033984,0.377692,0.239276,0.360729,0.241924,0.34416,0.032318,1
1047,'2022/02/21 23:50:00:373',4,0.327586,0.358859,0.359122,0.176668,0.43563,0.033492,0.36961,0.242234,0.352844,0.239182,0.335127,0.030365,1
1048,'2022/02/21 23:50:00:472',4,0.320841,0.36069,0.352269,0.182292,0.427405,0.034065,0.360229,0.242981,0.343872,0.240956,0.326452,0.032111,1
1049,'2022/02/21 23:50:00:571',4,0.31615,0.360528,0.345388,0.184636,0.42076,0.03101,0.354698,0.246361,0.338392,0.240682,0.320908,0.030404,1
1050,'2022/02/21 23:50:00:671',4,0.313749,0.361216,0.341697,0.185779,0.420265,0.032478,0.349186,0.247556,0.335908,0.241308,0.318164,0.035622,1
1051,'2022/02/21 23:50:00:770',4,0.312538,0.367709,0.342095,0.191331,0.421463,0.040651,0.348837,0.252126,0.336332,0.25049,0.317644,0.041996,1
1052,'2022/02/21 23:50:00:869',4,0.31488,0.37212,0.342362,0.198103,0.423753,0.046994,0.354114,0.256966,0.339327,0.257488,0.320432,0.048916,1
1053,'2022/02/21 23:50:00:968',4,0.317731,0.375628,0.347508,0.202747,0.427132,0.055201,0.357931,0.263968,0.343081,0.262587,0.325041,0.056093,1
1054,'2022/02/21 23:50:01:067',4,0.319395,0.385117,0.348854,0.213269,0.431592,0.067377,0.360509,0.270977,0.345289,0.269818,0.329477,0.066661,1
1055,'2022/02/21 23:50:01:166',4,0.318876,0.391235,0.351136,0.218644,0.431912,0.07401,0.358298,0.282827,0.344652,0.281073,0.328303,0.072148,1
1056,'2022/02/21 23:50:01:266',4,0.31878,0.391658,0.34937,0.221392,0.428772,0.074702,0.357026,0.280799,0.343161,0.274097,0.326231,0.07135,1
1057,'2022/02/21 23:50:01:365',4,0.318216,0.389329,0.349023,0.223474,0.428755,0.072982,0.357466,0.282011,0.344127,0.274578,0.325793,0.071615,1
1058,'2022/02/21 23:50:01:464',4,0.318986,0.391807,0.349882,0.221759,0.427996,0.073735,0.359046,0.278356,0.344682,0.277548,0.326325,0.06956,1
1059,'2022/02/21 23:50:01:562',4,0.319736,0.39051,0.351981,0.223009,0.429114,0.072749,0.359297,0.278316,0.345207,0.276506,0.328003,0.070521,1
1060,'2022/02/21 23:50:01:662',4,0.320902,0.389514,0.352537,0.21997,0.43135,0.071967,0.361321,0.276613,0.346522,0.279666,0.329442,0.07034,1
1061,'2022/02/21 23:50:01:760',4,0.325432,0.389115,0.35752,0.219311,0.435695,0.071922,0.364332,0.278794,0.350562,0.278123,0.335311,0.069118,1
1062,'2022/02/21 23:50:01:859',4,0.330849,0.38759,0.363335,0.21508,0.442822,0.069802,0.373927,0.275486,0.357412,0.2753,0.34238,0.067343,1
1063,'2022/02/21 23:50:01:958',4,0.338445,0.389827,0.37347,0.215769,0.452273,0.075303,0.382604,0.275234,0.364956,0.279574,0.351188,0.06585,1
1064,'2022/02/21 23:50:02:058',4,0.343321,0.38857,0.382548,0.215898,0.460567,0.078569,0.39191,0.272815,0.374106,0.279377,0.360299,0.067756,1
1065,'2022/02/21 23:50:02:158',4,0.351622,0.389337,0.390748,0.216009,0.470432,0.081883,0.400436,0.278035,0.381392,0.283493,0.3687,0.067061,1
1066,'2022/02/21 23:50:02:258',4,0.359247,0.393736,0.400351,0.221437,0.480207,0.085784,0.408665,0.280308,0.390577,0.286754,0.379,0.071944,1
1067,'2022/02/21 23:50:02:356',4,0.362933,0.391569,0.405638,0.215133,0.487595,0.087813,0.414705,0.276858,0.396368,0.286387,0.385422,0.072665,1
1068,'2022/02/21 23:50:02:456',4,0.367157,0.386158,0.410976,0.211377,0.49138,0.082845,0.41746,0.269229,0.399109,0.284348,0.390346,0.067964,1
1069,'2022/02/21 23:50:02:555',4,0.370803,0.381304,0.414699,0.205905,0.494592,0.073574,0.419049,0.270446,0.400912,0.282973,0.393683,0.063177,1
1070,'2022/02/21 23:50:02:654',4,0.373235,0.386449,0.416003,0.207854,0.498391,0.077432,0.422047,0.272475,0.40466,0.281197,0.398427,0.062859,1
1071,'2022/02/21 23:50:02:754',4,0.373236,0.381277,0.4182,0.203426,0.499281,0.071148,0.421641,0.266694,0.404911,0.277566,0.398441,0.060939,1
1072,'2022/02/21 23:50:02:847',4,0.372451,0.372894,0.417031,0.19672,0.493722,0.060886,0.420265,0.256998,0.403321,0.267645,0.395664,0.048925,1
1073,'2022/02/21 23:50:02:952',4,0.372688,0.366919,0.415921,0.188931,0.496078,0.054605,0.418987,0.256022,0.402669,0.265563,0.395264,0.045836,1
1074,'2022/02/21 23:50:03:051',4,0.374067,0.363323,0.416877,0.18343,0.49991,0.051239,0.422435,0.24572,0.405227,0.261044,0.399548,0.039049,1
1075,'2022/02/21 23:50:03:145',4,0.375974,0.360385,0.419438,0.179967,0.502531,0.045369,0.423836,0.246209,0.406987,0.257731,0.400543,0.033779,1
1076,'2022/02/21 23:50:03:245',4,0.374367,0.361217,0.420264,0.18004,0.502624,0.044699,0.423523,0.247291,0.406798,0.257213,0.400116,0.032424,1
1077,'2022/02/21 23:50:03:344',4,0.375164,0.358879,0.421353,0.178078,0.501682,0.043978,0.424471,0.244037,0.407394,0.25451,0.400071,0.033206,1
1078,'2022/02/21 23:50:03:444',4,0.373902,0.355347,0.420903,0.177944,0.499984,0.03978,0.421542,0.244754,0.405847,0.251028,0.398542,0.028971,1
1079,'2022/02/21 23:50:03:541',4,0.370929,0.353688,0.417489,0.174034,0.495523,0.035716,0.418876,0.240338,0.402812,0.247369,0.394861,0.025515,1
1080,'2022/02/21 23:50:03:643',4,0.367095,0.353809,0.41343,0.176021,0.492765,0.035762,0.416047,0.237639,0.399693,0.244295,0.390537,0.022898,1
1081,'2022/02/21 23:50:03:743',4,0.365994,0.354134,0.410678,0.172914,0.488681,0.034548,0.413187,0.239798,0.397786,0.246088,0.387609,0.023723,1
1082,'2022/02/21 23:50:03:841',4,0.364563,0.348753,0.407362,0.166843,0.485421,0.028697,0.410803,0.232808,0.394618,0.241524,0.385729,0.02258,1
1083,'2022/02/21 23:50:03:941',4,0.364717,0.346918,0.406311,0.16649,0.485143,0.026096,0.411344,0.23039,0.394081,0.238221,0.384673,0.028283,1
1084,'2022/02/21 23:50:04:041',4,0.364898,0.342216,0.405644,0.158622,0.482848,0.023669,0.410589,0.223924,0.394658,0.231808,0.384946,0.019323,1
1085,'2022/02/21 23:50:04:140',4,0.365245,0.336849,0.405335,0.152134,0.482846,0.017197,0.411802,0.221669,0.393857,0.231195,0.383394,0.018798,1
1086,'2022/02/21 23:50:04:234',4,0.366079,0.33542,0.406042,0.15202,0.48359,0.010061,0.413651,0.219528,0.393461,0.226194,0.380702,0.02949,1
1087,'2022/02/21 23:50:04:333',4,0.364187,0.338306,0.403288,0.157666,0.483273,0.016445,0.410908,0.22014,0.394588,0.22436,0.384587,0.012964,1
1088,'2022/02/21 23:50:04:433',4,0.359246,0.341811,0.400779,0.16065,0.476681,0.013072,0.4066,0.223675,0.389652,0.227011,0.378169,0.006738,1
1089,'2022/02/21 23:50:04:533',4,0.353126,0.347624,0.392531,0.164124,0.469362,0.01779,0.39614,0.228236,0.381979,0.23031,0.369308,0.010565,1
1090,'2022/02/21 23:50:04:632',4,0.34497,0.349722,0.381697,0.164421,0.459463,0.01995,0.387503,0.227495,0.372702,0.231211,0.362204,0.021911,1
1091,'2022/02/21 23:50:04:737',4,0.340195,0.350784,0.376628,0.17103,0.453412,0.02145,0.381487,0.23476,0.366828,0.232654,0.354725,0.023503,1
1092,'2022/02/21 23:50:04:829',4,0.336941,0.356143,0.370582,0.178969,0.447787,0.025862,0.377714,0.238861,0.363049,0.236535,0.345958,0.02094,1
1093,'2022/02/21 23:50:04:929',4,0.333562,0.355901,0.365378,0.178431,0.443519,0.029744,0.374008,0.24371,0.359825,0.238119,0.341809,0.026946,1
1094,'2022/02/21 23:50:05:029',4,0.332129,0.361242,0.365756,0.184544,0.441282,0.033042,0.371142,0.245047,0.357547,0.244183,0.338359,0.028899,1
1095,'2022/02/21 23:50:05:128',4,0.331917,0.361441,0.363036,0.179219,0.440231,0.034663,0.375421,0.242027,0.358934,0.248132,0.337854,0.031824,1
1096,'2022/02/21 23:50:05:228',4,0.332081,0.36245,0.364354,0.182611,0.439471,0.036963,0.374871,0.242153,0.358457,0.249843,0.337969,0.033929,1
1438,'2022/02/21 23:50:46:180',5,0.51339,0.254333,0.541486,0.128562,0.569395,0.032008,0.543199,0.16668,0.534076,0.18066,0.515136,0.038422,2
1437,'2022/02/21 23:50:46:080',5,0.51376,0.25543,0.543027,0.131992,0.568039,0.032781,0.543266,0.159551,0.534391,0.181256,0.513795,0.033596,2
1436,'2022/02/21 23:50:45:981',5,0.517434,0.251428,0.547398,0.125698,0.57309,0.028776,0.54556,0.15953,0.53572,0.175839,0.517869,0.030165,2
1435,'2022/02/21 23:50:45:882',5,0.523101,0.249286,0.553867,0.127009,0.582484,0.02665,0.55229,0.159214,0.543338,0.17554,0.526511,0.029029,2
1434,'2022/02/21 23:50:45:782',5,0.53114,0.248757,0.562701,0.12625,0.591342,0.030374,0.56187,0.156926,0.553428,0.176274,0.538023,0.030611,2
1433,'2022/02/21 23:50:45:683',5,0.536787,0.25121,0.568618,0.127399,0.598754,0.033168,0.568653,0.161636,0.559656,0.179429,0.546559,0.034628,2
1432,'2022/02/21 23:50:45:584',5,0.539748,0.251366,0.574192,0.12438,0.603566,0.033745,0.572338,0.165868,0.564196,0.179079,0.551519,0.032265,2
1431,'2022/02/21 23:50:45:484',5,0.543257,0.251974,0.580748,0.123806,0.61036,0.032275,0.578417,0.161096,0.567576,0.176834,0.557472,0.027755,2
1430,'2022/02/21 23:50:45:385',5,0.549269,0.246837,0.586262,0.120411,0.619531,0.03073,0.58569,0.158282,0.575971,0.176319,0.566373,0.026848,2
1429,'2022/02/21 23:50:45:286',5,0.555863,0.246754,0.594008,0.125021,0.627479,0.032051,0.59212,0.162564,0.58297,0.176325,0.575106,0.028205,2
1428,'2022/02/21 23:50:45:187',5,0.560926,0.245755,0.600788,0.123549,0.63458,0.031138,0.597495,0.164996,0.589414,0.174012,0.582702,0.026322,2
1427,'2022/02/21 23:50:45:088',5,0.565736,0.243719,0.607389,0.122458,0.642384,0.031355,0.603316,0.164279,0.594392,0.174069,0.589589,0.027057,2
1426,'2022/02/21 23:50:44:994',5,0.569854,0.243137,0.611296,0.119482,0.647122,0.031788,0.609621,0.160796,0.598898,0.176089,0.596693,0.02448,2
1425,'2022/02/21 23:50:44:896',5,0.573994,0.239188,0.616999,0.119221,0.6521,0.030726,0.61349,0.160171,0.604098,0.171931,0.602594,0.022985,2
1424,'2022/02/21 23:50:44:790',5,0.57592,0.236024,0.619757,0.118413,0.655828,0.030717,0.615274,0.162455,0.607117,0.170559,0.605192,0.022646,2
1423,'2022/02/21 23:50:44:697',5,0.576469,0.235755,0.619429,0.123702,0.655775,0.030094,0.615652,0.162486,0.60667,0.174118,0.604344,0.02315,2
1422,'2022/02/21 23:50:44:597',5,0.574115,0.234255,0.617858,0.121406,0.652764,0.027687,0.615158,0.151902,0.604757,0.170972,0.602555,0.023037,2
1421,'2022/02/21 23:50:44:498',5,0.572747,0.236307,0.61427,0.119676,0.651194,0.028437,0.611822,0.152916,0.601379,0.169887,0.600735,0.024202,2
1420,'2022/02/21 23:50:44:398',5,0.572387,0.243033,0.615872,0.12599,0.65091,0.037557,0.611712,0.162018,0.601778,0.178052,0.600766,0.031438,2
1419,'2022/02/21 23:50:44:298',5,0.572617,0.250078,0.615542,0.132606,0.651548,0.046553,0.610485,0.174466,0.601504,0.185329,0.601467,0.042666,2
1418,'2022/02/21 23:50:44:166',5,0.570965,0.256168,0.614442,0.13907,0.650599,0.051797,0.610697,0.177926,0.601484,0.189851,0.601058,0.046523,2
1417,'2022/02/21 23:50:44:067',5,0.571675,0.257964,0.61542,0.144749,0.652865,0.055859,0.610471,0.182184,0.602353,0.1944,0.601509,0.050918,2
1416,'2022/02/21 23:50:43:967',5,0.572445,0.267703,0.619093,0.15833,0.657851,0.070132,0.612194,0.192839,0.604231,0.204045,0.606181,0.064769,2
1415,'2022/02/21 23:50:43:867',5,0.575952,0.279595,0.623193,0.172664,0.660629,0.08788,0.618464,0.206996,0.609111,0.219717,0.61259,0.078314,2
1414,'2022/02/21 23:50:43:768',5,0.576314,0.282261,0.62773,0.18272,0.66416,0.094837,0.619047,0.217211,0.610429,0.224365,0.616226,0.084625,2
1413,'2022/02/21 23:50:43:669',5,0.577393,0.279516,0.626663,0.173345,0.664849,0.090961,0.621073,0.211948,0.611426,0.221552,0.616579,0.080793,2
1412,'2022/02/21 23:50:43:575',5,0.579072,0.281986,0.630211,0.177702,0.666428,0.093357,0.622714,0.217363,0.613672,0.223366,0.618773,0.082647,2
1411,'2022/02/21 23:50:43:470',5,0.5805,0.283265,0.631638,0.182153,0.667831,0.097002,0.624055,0.217069,0.614695,0.227204,0.620962,0.084678,2
1410,'2022/02/21 23:50:43:377',5,0.581631,0.281355,0.633701,0.185241,0.671,0.099291,0.623945,0.218286,0.616286,0.224728,0.62344,0.088782,2
1409,'2022/02/21 23:50:43:278',5,0.581598,0.276737,0.631487,0.180743,0.669337,0.093156,0.623305,0.212355,0.615192,0.221467,0.621856,0.081972,2
1408,'2022/02/21 23:50:43:178',5,0.58029,0.271023,0.629359,0.17106,0.666696,0.08384,0.62098,0.204472,0.612619,0.213754,0.619532,0.074915,2
1407,'2022/02/21 23:50:43:079',5,0.580371,0.268443,0.628881,0.168296,0.666855,0.08072,0.621753,0.200342,0.613559,0.210388,0.619616,0.071937,2
